"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","P90P50","Interdecile ratio P90/P50","0","Units",,,2.5,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","P90P50","Interdecile ratio P90/P50","0","Units",,,2.5,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","P90P50","Interdecile ratio P90/P50","0","Units",,,2.4,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","P90P50","Interdecile ratio P90/P50","0","Units",,,2.4,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","P90P50","Interdecile ratio P90/P50","0","Units",,,2.3,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","P90P50","Interdecile ratio P90/P50","0","Units",,,2.4,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","P90P50","Interdecile ratio P90/P50","0","Units",,,2.4,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","P90P50","Interdecile ratio P90/P50","0","Units",,,2.2,,
"PRT","Portugal","P90P50","P90/P50  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","P90P50","Interdecile ratio P90/P50","0","Units",,,2.3,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","P50P10","Interdecile ratio P50/P10","0","Units",,,1.9,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","P50P10","Interdecile ratio P50/P10","0","Units",,,1.9,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","P50P10","Interdecile ratio P50/P10","0","Units",,,1.9,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P50P10","Interdecile ratio P50/P10","0","Units",,,1.9,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","P50P10","Interdecile ratio P50/P10","0","Units",,,1.9,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","P50P10","Interdecile ratio P50/P10","0","Units",,,1.9,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","P50P10","Interdecile ratio P50/P10","0","Units",,,1.9,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7,,
"PRT","Portugal","P50P10","P50/P10  disposable income decile ratio","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","RATIO","Ratio","0","Units",,,5.9,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","RATIO","Ratio","0","Units",,,6,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","RATIO","Ratio","0","Units",,,6,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","RATIO","Ratio","0","Units",,,5.3,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","RATIO","Ratio","0","Units",,,5.2,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","RATIO","Ratio","0","Units",,,5.1,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","RATIO","Ratio","0","Units",,,5.1,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","RATIO","Ratio","0","Units",,,5.1,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","RATIO","Ratio","0","Units",,,4.8,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","RATIO","Ratio","0","Units",,,4.8,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","RATIO","Ratio","0","Units",,,4.8,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,5.4,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,5.3,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,5.2,,
"PRT","Portugal","S80S20","S80/S20 disposable income quintile share","OLD","Retirement age population: above 65","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","RATIO","Ratio","0","Units",,,5.9,,
